"subj_code","word","key","rt"
1,"abdominal",1,3245
1,"select",1,3335
1,"grain",4,2612
1,"clothes",5,2500
1,"hepatitis",1,2174
1,"carousel",3,2336
1,"seer",1,2093
1,"reek",1,3116
1,"pamper",1,1856
1,"displeasure",1,2449
1,"country",7,2399
1,"reed",1,1649
1,"misdirect",3,3021
1,"stroganoff",1,2358
1,"lackey",1,3816
1,"fence",2,2449
1,"colander",1,2189
1,"twice",7,2970
2,"coin",3,9141
2,"rep",3,3695
2,"precognition",3,2815
2,"settlement",5,2949
2,"twirl",7,2529
2,"geek",6,2826
2,"pallet",5,4755
2,"ink",5,6550
2,"through",3,3426
2,"infrequent",3,48746
2,"sever",7,2416
2,"panda",2,3091
2,"urn",5,3468
2,"fern",5,2745
2,"lantern",4,4593
2,"disquiet",5,3776
2,"refine",6,2498
2,"wronged",5,2108
2,"platoon",2,2776
4,"threat",2,4301
4,"rotate",1,3921
4,"enhance",3,3148
4,"fell",3,4467
4,"stability",4,2729
4,"koala",2,3022
4,"supper",2,3330
4,"bracelet",3,4140
4,"strainer",2,2753
4,"wreck",5,2736
4,"promote",2,2018
4,"volley",4,3037
4,"lush",5,3242
4,"superstitious",2,3164
4,"catapult",2,4476
4,"engineer",2,2547
4,"separatist",2,3037
6,"clear",3,7867
6,"trident",6,4796
6,"messenger",2,5561
6,"amusement",1,3681
6,"season",2,7029
6,"righteous",2,22093
6,"tiramisu",2,3367
6,"keynote",3,6829
6,"priceless",2,3470
6,"pleat",3,3716
6,"skater",6,5185
6,"elective",1,6183
6,"chute",7,3135
6,"goddess",4,3488
6,"spite",6,3021
6,"clean",7,4552
6,"raze",7,2698
6,"amputate",6,6217
7,"meteor",2,5505
7,"enthuse",2,7817
7,"readable",7,4868
7,"substandard",6,5042
7,"piggy",5,4316
7,"toddle",5,3347
7,"kid",6,3104
7,"splinter",6,5914
7,"seaweed",6,28171
7,"book",4,2793
7,"navigate",2,3718
7,"capability",4,4930
7,"yo-yo",7,3077
7,"trimmer",6,2652
7,"controversy",5,11674
7,"pigeon",4,3971
7,"hearth",2,2711
7,"read",5,3014
7,"fanatical",6,5443
8,"jollify",5,2586
8,"anagram",5,1473
8,"spool",5,1100
8,"maxi",5,1157
8,"cap",5,1140
8,"overburden",5,1246
8,"pig",6,1433
8,"clench",6,1191
8,"priest",4,1546
8,"trim",6,1505
9,"cling",5,9756
9,"pilgrim",2,9594
9,"loophole",3,7936
9,"ripple",5,3200
9,"operative",3,6051
9,"unpleasantness",3,10286
9,"kilt",1,5758
9,"civilized",6,2799
9,"skinhead",3,4486
9,"necklace",6,5426
9,"squeal",7,3763
9,"hoodie",6,2813
9,"worthy",1,4792
9,"cost",3,3414
9,"miniature",6,3798
9,"sensory",2,2631
9,"lumpy",7,3543
9,"apolitical",1,5056
9,"potentiality",1,3153
9,"sensual",5,3681
10,"turning",6,4388
10,"beaker",1,4379
10,"squire",4,3712
10,"dismissive",3,5148
10,"minister",1,4213
10,"paging",1,3398
10,"highlight",1,3178
10,"stodgy",7,14848
10,"append",1,3594
10,"fountain",5,2854
10,"turn",5,3827
10,"prominent",4,81793
10,"stodge",6,3031
10,"voiceless",1,2595
10,"recreation",2,4727
10,"reinstate",1,3502
10,"squint",7,4006
10,"inform",1,2890
10,"founder",1,4612
12,"anyway",1,4325
12,"sensualist",3,8093
12,"unsuitable",1,3094
12,"hoodlum",2,8430
12,"sunspot",1,3533
12,"absurd",2,7697
12,"costly",3,4444
12,"lunar",3,15031
12,"sling",7,3631
12,"cleanser",6,5600
12,"graduate",3,3843
12,"ponderable",1,3572
12,"toxicity",2,3771
12,"robber",5,8604
12,"suggestive",2,2905
12,"incubator",2,2491
12,"clot",2,4515
12,"unreserved",1,3274
12,"discriminative",1,4679
13,"cockpit",2,2819
13,"sloth",1,2691
13,"fellowship",1,2825
13,"evade",5,3869
13,"coerce",5,3205
13,"Dalmatian",1,2582
13,"appeal",1,2072
13,"hospice",5,3067
13,"garter",1,4143
13,"serious",1,2578
13,"hilarity",1,2036
13,"they",1,2273
13,"ponderous",4,4497
13,"graffiti",1,2134
13,"bother",2,3475
13,"knight",1,4287
13,"carnivore",3,2720
13,"anklet",1,2064
13,"indeed",2,5801
13,"receipt",1,3334
14,"reincarnation",5,6201
14,"roaring",6,5180
14,"helping",5,10599
14,"death",6,7350
14,"spout",6,6268
14,"cuckoo",5,7623
14,"fundamental",4,6303
14,"seen",4,3214
14,"claustrophobia",6,3787
14,"ordinarily",3,5284
15,"set",7,3848
15,"bout",3,2496
15,"humanism",5,4581
15,"writing",5,5093
15,"enter",5,3190
15,"evidently",4,3456
15,"thrive",2,3532
15,"stainless",5,8963
15,"fencing",3,4014
15,"cathedral",6,4111
15,"coffee",4,3057
15,"colic",3,4370
16,"defend",5,6759
16,"twelve",6,5198
16,"inhibit",3,3330
16,"displacement",5,4110
16,"countless",6,2751
16,"caterpillar",5,17045
16,"eventually",6,3411
16,"unwilling",6,4038
16,"kinky",3,3206
16,"barley",3,11043
16,"heir",3,3197
16,"middle",5,4085
16,"gospel",2,9884
16,"overlap",6,4413
16,"recommendatory",5,15109
16,"crouton",3,12748
16,"analyse",5,26601
16,"indisputable",2,15697
17,"dam",3,4147
17,"serendipitous",1,7242
17,"gasify",5,3958
17,"gravity",3,12622
17,"tusk",5,6269
17,"redeem",2,4748
17,"appreciable",6,7877
17,"ingenious",5,3750
17,"reminder",6,5966
17,"appear",5,3955
17,"relent",3,4058
17,"disparaging",2,3258
17,"supplement",3,4618
17,"hill",7,3289
17,"bracket",4,5546
17,"apparel",2,4126
17,"deed",2,3467
17,"cockfight",5,3830
17,"trillion",6,3294
17,"plant",7,4226
18,"tipster",5,5473
18,"pliable",6,3251
18,"cinch",5,3819
18,"keyhole",1,2962
18,"oh",7,2716
18,"imperial",2,2879
18,"for",1,3436
18,"yap",7,2891
18,"territory",1,3038
18,"right",7,6391
18,"enrich",5,2714
18,"godfather",1,2565
18,"skeleton",3,2581
18,"mess",2,3414
18,"independent",2,2594
18,"keyboard",3,3750
18,"rig",5,2573
18,"Plexiglas",1,3658
18,"unmeaning",1,3943
18,"tipper",5,2754
19,"propriety",6,3427
19,"defiant",6,1633
19,"madness",7,1892
19,"seventeen",6,1675
19,"misfit",4,1333
19,"refill",6,1824
19,"language",7,2466
19,"preclude",6,2205
19,"stairway",5,2329
19,"throne",5,2901
19,"twin",7,1339
19,"county",5,1520
19,"vowel",7,2803
19,"collaborate",4,1875
19,"framing",5,1617
19,"propose",5,1792
19,"slush",6,1979
19,"gazelle",6,1869
19,"ferment",5,2418
19,"pancake",5,3480
20,"magical",4,1627
20,"excepting",4,1452
20,"arbitrate",4,1085
20,"wacky",6,1746
20,"approach",5,1346
20,"shadowy",3,1388
20,"large",6,2866
20,"panic",5,1527
20,"accurate",6,1217
20,"nose",5,1486
20,"brainless",5,1272
20,"settler",5,1135
20,"inmate",6,1539
20,"stupefy",4,2436
20,"smack",6,2638
20,"magic",5,1441
20,"preconceive",3,1388
20,"infuriating",4,1176
20,"caution",5,1412
20,"throw",6,1305
21,"cite",1,4488
21,"riot",5,2554
21,"secondary",2,2798
21,"Frisbee",5,4923
21,"heatstroke",5,3584
21,"yucky",7,3664
21,"prime",6,3151
21,"impossible",1,6571
21,"unparalleled",3,3519
21,"killer",5,8779
21,"trip",1,2811
21,"convey",5,2547
21,"bookmark",1,3420
21,"methane",5,2539
21,"fantastic",2,3042
21,"crick",5,2133
21,"textbook",2,2502
21,"oom-pah",6,2756
21,"analyze",2,5210
21,"second",2,2707
22,"disconcert",2,8490
22,"blamable",1,4004
22,"kingdom",5,8052
22,"carbonate",3,4479
22,"needle",5,4707
22,"unprofessional",3,4570
22,"podium",2,6232
22,"foreskin",1,4429
22,"trooper",5,15368
22,"eloquent",6,4800
22,"need",5,7300
22,"woman",4,7016
22,"risky",5,10881
22,"lord",5,5477
22,"juncture",1,7069
23,"text",5,2812
23,"important",6,3200
23,"ringworm",5,3256
23,"heat",5,2506
23,"yowl",6,2811
23,"oodles",5,3165
23,"convert",5,2985
23,"unorthodox",5,2506
23,"trio",6,3092
23,"dashing",4,2639
23,"crevasse",5,2501
23,"forecast",5,2667
23,"ringmaster",6,2572
23,"mayo",3,3368
23,"enthusiastic",3,2773
23,"vibrate",5,2958
23,"capacity",3,4520
23,"amiable",3,2759
23,"secluded",5,4980
24,"beastly",4,6216
24,"inflammation",1,2600
24,"female",7,4867
24,"triviality",1,5093
24,"brainwash",4,5883
24,"default",2,2576
24,"accommodating",4,3593
24,"suppose",3,3472
24,"wretched",3,2956
24,"server",7,4290
24,"beast",6,5092
24,"redhead",7,3068
24,"la",7,3383
24,"prop",4,4229
24,"accommodate",2,2585
24,"damnable",6,2759
24,"threw",5,3230
24,"strew",5,2603
24,"cog",6,3616
24,"enormous",1,2636
25,"turnout",4,5224
25,"thrash",7,3631
25,"minor",4,11040
25,"bean",3,3205
25,"sentry",1,3058
25,"engaging",5,3705
25,"lure",5,4039
25,"cockatoo",7,3593
25,"cobra",5,2538
25,"promise",5,3424
25,"plane",4,3366
25,"abusive",3,4522
25,"sentimentalize",2,4905
25,"Stoic",7,3521
25,"dab",6,5871
25,"knobby",7,3335
25,"superiority",6,3251
25,"triangular",7,4713
25,"ministry",1,3587
25,"sequel",4,3563
26,"spoken",4,4550
26,"entrancing",5,4173
26,"witty",6,3267
26,"necking",2,6177
26,"realist",5,2801
26,"judicative",5,5763
26,"discern",5,3291
26,"biter",6,3464
26,"disloyal",3,2470
27,"dispense",5,3030
27,"crumbly",5,2197
27,"forfeit",4,2474
27,"wonder",2,3295
27,"frumpy",6,3870
27,"needlework",2,3191
27,"pimple",6,1886
27,"trot",4,3671
27,"kisser",4,3128
27,"prison",6,5885
28,"cord",2,3619
28,"forgiving",3,3850
28,"secularity",3,4332
28,"pink",2,2877
28,"emerge",5,4990
28,"inconspicuous",2,5952
28,"probable",3,3515
28,"dear",4,3541
28,"seeming",5,4926
28,"helper",4,11440
28,"orb",7,4008
28,"indivisible",2,4595
28,"fume",4,5764
28,"unreasoning",3,2952
28,"seem",6,4783
28,"equip",2,4021
28,"merely",5,3675
28,"incompatible",3,4867
28,"sect",3,3233
29,"roadway",5,4149
29,"anemic",1,3540
29,"grab",4,1462
29,"fatal",3,1381
29,"classical",5,2609
29,"discrepancy",5,1068441
29,"seeker",5,2031
29,"therefore",6,4258
29,"dispose",5,3667
29,"income",5,4231
29,"helmet",3,2892
29,"clog",5,3172
29,"equally",5,2095
29,"midweek",5,2487
29,"animosity",4,59254
29,"there",4,2909
29,"blather",5,3044
29,"orangy",5,2811
29,"seek",5,2738
29,"crustacean",5,1854
31,"climax",7,2656
31,"pike",3,5131
31,"crinkly",1,7886
31,"elevator",1,4075
31,"dislodge",1,4052
31,"heaven",7,3774
31,"bitchy",7,3362
31,"killing",1,3692
31,"real",5,3461
31,"indignity",5,2228
31,"dislocate",5,3495
31,"togetherness",4,2844
31,"overdraft",6,2185
31,"unpeg",4,3256
31,"victim",1,4567
31,"heave",5,65498
31,"elevation",5,2837
32,"assassinate",6,3834
32,"bench",5,2964
32,"underscore",6,6640
32,"chairwoman",6,3516
32,"montage",4,3624
32,"intellectual",5,2553
32,"man",6,3458
32,"composer",6,3082
32,"shapely",6,2985
32,"statue",5,2266
33,"commensurable",5,6136
33,"breakout",4,5312
33,"protein",1,4744
33,"arf",7,2623
33,"generalship",2,2342
33,"insane",6,2535
33,"aquatic",3,2574
33,"lapel",1,2417
34,"Tuesday",1,2028
34,"freelance",1,1945
34,"smirk",7,3632
34,"sewer",1,2006
34,"bedtime",1,1908
34,"reprehension",1,1922
34,"colleague",1,2081
34,"papa",6,3079
34,"subjectivism",1,2063
34,"stamina",6,2757
35,"colorless",4,3487
35,"plug",5,1947
35,"reputation",3,2285
35,"instinctive",3,2712
35,"successful",4,4167
35,"now",5,2014
35,"regret",4,1833
35,"rust",3,2245
36,"register",2,3530
36,"starch",5,4219
36,"nourishment",4,3205
36,"sherbet",3,3478
36,"install",3,2656
36,"runway",5,2484
36,"broaden",5,4265
36,"decomposition",3,3252
36,"launcher",5,8194
37,"grub",4,3187
37,"addicted",3,3080
37,"film",2,2817
37,"legitimation",4,2647
37,"venereal",2,4803
37,"poacher",5,3516
37,"nun",2,4159
37,"honeycomb",5,2427
37,"chair",1,2762
37,"shrivel",6,2978
38,"warm",2,3335
38,"divisibility",1,4598
38,"experimental",2,3545
38,"legit",2,6282
38,"modernist",1,1976
38,"sullen",1,2920
38,"sneeze",4,5466
38,"rejoin",1,1918
38,"come",2,4712
39,"mailing",4,6511
39,"genteel",4,5586
39,"turpentine",2,3318
39,"delighted",4,4145
39,"deceptive",5,5534
39,"paraglider",4,5101
39,"valueless",1,3210
39,"mistrust",6,5259
39,"holder",2,5104
39,"fiddler",5,3917
40,"shamrock",3,2211
40,"crane",5,1930
40,"prickle",6,2443
40,"frontier",3,3204
40,"sulky",4,2880
40,"honesty",7,4799
40,"zinc",4,2952
40,"aspen",3,1648
40,"parole",3,2435
40,"resolved",5,2446
41,"sniffle",5,3897
41,"parsnip",3,4596
41,"honeydew",2,3524
41,"downer",6,4691
41,"divulgence",5,4207
41,"relapse",5,3685
41,"warmth",6,5534
41,"publicist",3,4726
41,"inseam",4,2897
41,"monoxide",5,4738
42,"lapse",2,3519
42,"dominate",3,3356
42,"protest",1,2796
42,"ulcer",2,2748
42,"decal",2,3064
42,"paperwork",1,2826
42,"waiter",2,4859
42,"beef",2,2961
42,"freedom",1,3198
42,"aquamarine",1,3834
42,"shank",3,4511
42,"stallion",2,3091
42,"mitt",3,3275
42,"generalize",1,1947
42,"vagrancy",1,2990
42,"magnificent",1,2697
42,"inhaler",1,2203
42,"achievement",1,2434
43,"presumable",2,6028
43,"fifth",1,3364
43,"existentialism",1,4766
43,"pluck",7,3639
43,"subwoofer",1,4779
43,"coloring",2,3708
43,"swayed",7,3998
43,"shimmy",7,21920
43,"gerbil",1,2974
44,"shall",1,5787
44,"parfait",7,3880
44,"suede",7,2576
44,"acupuncture",7,1649
44,"shitty",6,3565
44,"expectancy",3,4665
44,"erotica",6,6852
44,"comb",5,4514
44,"arty",7,2615
44,"brotherly",7,2117
45,"beep",6,2884
45,"latitude",3,2033
45,"inhuman",3,2304
45,"laryngitis",6,3133
45,"celestial",7,3827
45,"genitalia",5,1205
45,"hog",4,6231
45,"paradigm",4,1190
45,"prototype",5,1422
46,"believe",2,2648
46,"craft",1,2577
46,"velvety",6,2462
46,"defamatory",2,2411
46,"leer",5,2602
46,"expedition",2,2840
46,"shame",4,2347
46,"sweeper",5,2865
46,"plus",4,2626
46,"gill",5,2187
47,"delinquency",1,5656
47,"gentry",4,2156
47,"icicle",4,3020
47,"beg",7,1636
47,"censor",5,2048
47,"coward",5,1601
47,"smudge",4,2388
47,"unborn",4,2604
47,"wallflower",4,1630
47,"subsequence",5,1553
49,"shampoo",5,3487
49,"aroma",3,3533
49,"sneaky",2,14448
49,"fill",5,3776
49,"escalate",3,3760
49,"honest",1,3146
49,"modern",1,2663
49,"combo",5,5360
49,"shriek",7,4116
49,"monogamy",1,2851
50,"mistake",2,2538
50,"smokehouse",2,2031
50,"protocol",4,3454
50,"beehive",3,5085
50,"sexism",3,2542
50,"shaver",2,2194
50,"breech",3,1891
50,"larceny",2,2041
50,"moccasin",3,1799
50,"waiting",3,3575
51,"hives",2,4234
51,"achieve",2,3481
51,"courthouse",1,4389
51,"collarbone",3,3156
51,"aptitude",2,3731
51,"protection",3,4097
51,"comforter",2,3380
51,"repossess",4,3915
51,"mite",2,3080
51,"smelly",5,2825
51,"reform",3,3736
51,"smash",7,3128
51,"nostalgic",3,2702
51,"prostitute",2,3642
51,"defy",3,3907
51,"brassiere",5,4425
51,"ruffle",6,4847
51,"approve",2,3059
51,"grid",2,2969
51,"accused",3,2630
52,"cracker",6,3131
52,"demand",2,2353
52,"actress",2,7122
52,"regular",2,3454
52,"park",1,3393
52,"plumbing",6,3596
52,"compassion",1,3762
53,"latrine",6,3755
53,"shelving",4,1349
53,"injustice",6,1317
53,"nourish",6,4081
53,"cowardly",5,1314
53,"misunderstood",5,1525
53,"wallpaper",6,2332
53,"subservient",3,2270
53,"shaded",6,1294
53,"acrobatics",7,2556
54,"kiwi",2,1794
54,"midwife",2,1256
54,"truck",1,2249
54,"seeker",7,938
54,"unreasonable",2,1367
54,"classical",5,2079
54,"politicize",7,1452
54,"naval",7,1361
54,"viability",3,3593
54,"reach",3,1164
54,"bonus",2,1715
54,"Realtor",6,1770
54,"darn",7,869
54,"billow",7,875
54,"unnatural",6,1229
54,"anaconda",7,1016
54,"men",7,1212
54,"head",2,1378
54,"camp",3,1788
54,"phase",7,1669
54,"harlot",7,917
54,"fore",6,2434
54,"counsel",6,1321
54,"folding",7,1037
54,"specifiable",3,1522
54,"discard",6,1080
55,"sang",1,5827
55,"wineglass",4,7466
55,"ordered",5,3098
55,"scrap",2,3661
55,"retract",4,3180
55,"noose",2,3130
55,"fleeting",3,3506
55,"chunky",5,3569
55,"icebox",3,2739
55,"bulletproof",6,3795
55,"slicer",1,3997
55,"flash",3,2111
55,"taking",1,4014
55,"deodorant",4,4639
55,"perceivable",4,5337
55,"cheer",6,2276
55,"attack",7,2704
55,"tops",3,3427
55,"unmeaning",3,3340
55,"daring",6,1512
55,"cleaner",7,4789
55,"seasick",7,1918
55,"banish",7,1682
55,"territorial",7,3811
55,"outwit",4,2762
56,"panther",3,5271
56,"predicate",2,4956
56,"collapse",5,1924
56,"surrender",3,2539
56,"domain",4,3142
56,"lance",2,1754
56,"ace",3,4343
56,"freaky",6,4644
56,"rug",5,2095
56,"thumb",6,1651
56,"made",5,4665
56,"trove",2,2496
56,"stair",4,1598
56,"landslide",6,2207
56,"vow",6,4484
56,"accord",2,4199
56,"brandy",3,2836
56,"renown",4,2363
56,"rowdy",5,2356
56,"misery",4,1539
56,"dodger",3,3308
56,"accountable",3,2215
56,"setting",4,1981
56,"preclude",2,1930
56,"language",4,1934
56,"hire",4,1922
56,"trudge",3,1668
56,"ex",4,2732
56,"twinkle",4,4388
56,"apt",2,2760
57,"disinherit",5,12388
57,"coast",3,4086
57,"anxious",5,7140
57,"hone",5,5004
57,"laceration",2,10057
57,"record",5,3797
57,"programming",5,3784
57,"apex",5,3498
57,"pizzeria",5,11067
57,"twirl",5,5019
57,"settlement",3,4938
57,"northern",2,9185
57,"stunner",3,3400
57,"hiss",5,3009
57,"geek",3,2301
57,"ink",2,2730
57,"dog",3,2183
57,"cobra",4,18069
57,"abyss",3,1621
57,"pouf",5,2769
57,"tribune",4,4069
57,"minor",5,2786
57,"disorderly",5,1353
57,"stooge",4,2984
57,"relationship",3,3699
57,"gratitude",5,1552
58,"survive",3,4036
58,"Tuesday",6,2809
58,"mitten",6,1379
58,"refuel",5,2432
58,"brazen",5,2008
58,"dissection",1,808
58,"generally",2,3353
58,"envious",6,1680
58,"acid",7,914
58,"shanty",4,2526
58,"sort",1,4352
58,"undefined",1,2215
58,"addictive",7,1567
58,"scanner",5,937
58,"mourn",2,3014
58,"humming",3,6501
58,"blasphemy",4,6960
58,"oily",2,2038
58,"flesh",3,5197
58,"diabetes",3,1903
58,"plateau",3,13397
58,"coffee",7,1402
58,"branded",1,1811
58,"reef",6,2341
58,"unwitting",1,2184
58,"countryman",3,4750
58,"landscape",2,5541
58,"dank",3,2296
58,"stainless",1,1787
59,"darling",2,4009
59,"kick",6,2442
59,"rigid",5,2557
59,"spleen",6,2057
59,"subsequent",2,4814
59,"scorching",1,5742
59,"contribute",3,1586
59,"seasoning",6,2664
59,"sketchy",6,2148
59,"realistic",6,2169
59,"motherly",6,5406
59,"quarantine",6,2509
59,"detonate",5,692
59,"crossed",6,2056
59,"agency",4,1139
59,"exemplify",6,2143
59,"feat",3,935
59,"somebody",5,2325
59,"tale",4,668
59,"sought",4,2369
59,"duke",5,828
59,"shredder",3,1009
59,"tape",7,1339
59,"flew",2,793
59,"pelvic",7,647
59,"blaze",3,1289
59,"louse",4,907
59,"jab",7,1106
60,"mismanage",1,6082
60,"refine",1,2224
60,"rubber",6,2249
60,"lantern",2,3394
60,"props",2,8743
60,"boysenberry",1,3240
60,"reorientation",2,3474
60,"platoon",1,1210
60,"slut",3,3544
60,"wannabe",4,3743
60,"cheekbone",1,782
60,"dupe",5,2804
60,"compost",4,3837
60,"mythical",7,2767
60,"taken",3,11471
60,"symphony",1,4821
60,"short",2,1912
60,"atomic",1,863
60,"tumbling",6,3594
60,"regency",1,9598
60,"correlate",1,2517
60,"clomp",7,2278
60,"inevitable",1,1032
60,"thirsty",1,1810
60,"profit",1,991
60,"bountiful",1,2909
60,"hers",1,1821
60,"squad",1,1458
61,"hometown",2,5965
61,"giblets",4,3444
61,"idolism",2,2429
61,"timber",7,4188
61,"plural",1,8726
61,"frisky",6,2193
61,"figure",5,1698
61,"suffice",2,2600
61,"laxative",1,3646
61,"deceased",2,5148
61,"favored",1,1780
61,"thing",1,1786
61,"carry",4,2241
61,"antagonistic",1,1706
61,"distinguish",3,2850
61,"inestimable",1,2640
61,"summer",3,2753
61,"indulgence",6,3208
61,"batch",4,2225
61,"impersonalize",1,2563
61,"astonishment",6,2584
61,"poorly",2,2989
61,"house",2,1738
61,"ducky",2,2486
61,"haggle",1,2568
61,"stimulant",1,1820
61,"drive",2,1561
61,"demise",1,1926
61,"murderess",1,1844
62,"kumquat",5,6789
62,"pronounce",7,1160
62,"dispassion",4,1804
62,"miraculous",7,3110
62,"counter",7,1158
62,"support",5,1300
62,"ingenious",7,1163
62,"gravity",7,937
62,"catch",6,1096
62,"infinitive",5,1302
62,"crew",7,16080
62,"caddie",7,551
62,"lilt",3,3121
62,"legislate",7,707
62,"faction",7,544
62,"steroid",7,693
62,"muddle",7,28728
62,"dress",4,687
62,"tombstone",4,1549
62,"unbecoming",7,639
63,"giraffe",3,4670
63,"changeless",6,1975
63,"flowing",6,2447
63,"tranquil",6,1785
63,"harpist",6,2322
63,"chronic",5,2449
63,"quesadilla",5,3042
63,"cabbage",2,3401
63,"mechanism",4,2152
63,"raindrop",5,1501
63,"underrepresent",5,4637
63,"strand",6,2148
63,"hanger",3,1288
63,"cry",4,2067
63,"airport",3,1420
63,"shuffle",5,2538
63,"barista",6,3446
63,"whiff",7,1979
63,"chip",1,3392
63,"automobile",2,1078
63,"unnecessary",1,2865
63,"jollify",4,3374
63,"going",1,700
63,"maxi",2,583
63,"circumstanced",2,2422
63,"elegance",2,2954
63,"viable",1,3951
63,"bimbo",5,1922
63,"metallic",2,2081
64,"stoop",4,6555
64,"bagel",3,7848
64,"possession",5,7101
64,"considerably",2,11855
64,"impression",3,2567
64,"motorist",4,6576
64,"flavor",5,1852
64,"ago",1,2620
64,"naturalistic",4,3701
64,"level",4,3374
64,"quantify",5,2456
64,"mystical",5,2998
64,"unclamp",6,1349
64,"dunk",5,2337
64,"determine",3,2800
64,"peppery",7,3364
64,"implicit",3,2006
64,"untrue",6,3010
64,"hall",4,2070
64,"ladybug",5,2341
64,"voiced",5,2353
64,"castle",4,2266
64,"sentiment",3,1563
64,"stockade",2,1600
64,"euphemism",2,3714
64,"padlock",4,4956
64,"bonobo",4,4335
64,"nightmare",6,4872
64,"foundation",4,1579
65,"speech",7,4092
65,"hamburger",7,964
65,"racketeering",1,1808
65,"manacle",4,2708
65,"November",7,1354
65,"telling",7,1443
65,"call",7,1996
65,"satisfaction",7,1904
65,"discretion",4,4611
65,"crass",1,1096
65,"footing",7,2275
65,"spiritualize",7,2745
65,"enjoyment",7,1872
65,"disable",5,1952
65,"termite",4,2777
65,"goat",7,743
65,"output",7,1932
65,"seamless",5,1222
65,"unheard",5,6910
65,"polite",7,1986
65,"horrific",7,1484
65,"mousse",4,3097
65,"drawing",7,1222
65,"describe",7,1708
65,"concoct",1,1049
65,"adulterous",1,2085
65,"firewood",7,1656
65,"revelatory",3,2993
66,"farmland",7,3449
66,"tootle",7,2029
66,"reckon",5,1842
66,"risk",2,2448
66,"trolley",5,2629
66,"foreshadow",5,1236
66,"clip",1,1523
66,"such",1,1357
66,"wolf",1,1729
66,"occupy",3,3989
66,"toothless",3,1526
66,"provolone",3,1526
66,"fated",4,1769
66,"aftermath",4,1634
66,"marry",3,7678
66,"galore",6,1651
66,"rink",2,1213
66,"congruent",5,1825
66,"checkout",2,1453
66,"concur",5,23039
66,"undeceive",7,3450
66,"improbability",5,2901
66,"mastery",5,3047
66,"crucify",5,1250
66,"itching",3,2404
66,"intimidate",5,2391
66,"lifeguard",5,1431
67,"formative",5,5138
67,"milk",7,2395
67,"STD",6,2034
67,"tram",4,2415
67,"thigh",5,1891
67,"bass",4,1400
67,"rocker",4,4856
67,"recipient",4,1931
67,"piss",7,1507
67,"overturn",3,1363
67,"dandruff",5,1448
67,"tights",2,1306
67,"spiral",4,1084
67,"sealed",3,1304
67,"immoral",4,2974
67,"amnesty",5,2194
67,"spirituality",5,1787
67,"keepsake",3,939
67,"altruistic",6,1589
67,"inner",2,3017
67,"mistaken",3,953
67,"yahoo",7,1348
67,"accusation",5,1202
67,"ingenuous",4,852
67,"twisting",4,1245
67,"smallpox",4,944
67,"waddle",7,1326
67,"reflect",4,984
68,"offset",5,5703
68,"weld",3,2970
68,"flawless",3,3853
68,"chestnut",3,3254
68,"it",1,2312
68,"lied",2,3195
68,"tangerine",6,2454
68,"blame",2,1580
68,"sluggard",5,4186
68,"sellout",3,5231
68,"stegosaurus",6,1430
68,"hero",6,3138
68,"sprung",2,1644
68,"own",1,2179
68,"indulgent",6,2265
68,"neutron",2,6777
68,"refrigerator",6,2677
68,"clubhouse",1,2827
68,"nigger",5,3343
68,"raffle",3,1755
68,"pestle",1,1903
68,"guff",1,1534
68,"whiz",1,1437
68,"scissors",5,1780
68,"alias",4,1696
68,"advertisement",6,1903
68,"convent",1,1681
68,"baton",1,1804
69,"externalism",6,8668
69,"conceptual",3,10101
69,"polar",7,5406
69,"immaterialize",4,7663
69,"silhouette",1,5967
69,"sheepish",5,8022
69,"adolescence",2,3518
69,"swore",6,3111
69,"creation",5,4359
69,"broomstick",3,5039
69,"octagonal",5,6324
69,"winning",4,4470
69,"gnome",1,4898
69,"rat-tat",4,19595
69,"christening",5,9783
69,"altitude",2,3287
69,"foot",3,5358
69,"candlestick",6,6362
69,"nationalism",5,3034
69,"wary",5,2431
69,"interrogate",2,4966
69,"pedal",6,2582
69,"lice",4,3210
69,"offensive",5,2738
69,"position",2,3470
69,"granulate",2,3354
69,"slobber",4,8890
70,"flicker",5,2615
70,"gem",5,2679
70,"tower",5,2144
70,"persevering",3,8351
70,"scarf",6,1327
70,"taps",6,3043
70,"rudimentary",1,4277
70,"introduction",3,6869
70,"gritty",6,1159
70,"resilience",6,2718
70,"hunk",7,2606
70,"crutch",6,1761
70,"mover",2,3161
70,"hang",5,3469
70,"barf",7,2277
70,"pothole",7,1627
70,"south",5,5828
70,"generic",5,15128
70,"derogatory",6,1818
70,"journal",7,4090
70,"silverware",7,1426
70,"eastern",6,1785
70,"teething",6,6826
70,"incompetent",6,3502
70,"chastise",7,1900
70,"personal",2,1586
70,"winnable",5,3245
70,"wick",6,1719
70,"blower",7,1577
71,"donut",3,6758
71,"fumble",7,3440
71,"patriarchal",2,3482
71,"police",5,3175
71,"liberalize",5,6578
71,"brothel",5,3099
71,"watchdog",6,1931
71,"firearm",7,3106
71,"immeasurable",3,7257
71,"cleat",5,2973
71,"index",4,2700
71,"grain",5,3189
71,"pipe",5,1720
71,"furtherance",3,2651
71,"slaughterhouse",7,2203
71,"dissolve",5,3548
71,"violinist",5,1341
71,"debrief",2,4938
71,"lovely",3,2081
71,"wishful",3,3012
71,"nauseous",5,1577
71,"amen",4,3024
71,"famine",3,3392
71,"canteen",6,2024
