word	lemma	pos	freq
merrion	merrion	NNP	15
mest	mest	NNP	15
metallica	metallica	NNP	15
midlands	midland	NNP	15
milberger	milberger	NNP	15
milner	milner	NNP	15
minsky	minsky	NNP	15
mirren	mirren	NNP	15
mlh	mlh	NNP	15
mms	mm	NNP	15
mohr	mohr	NNP	15
mohs	moh	NNP	15
monks	monk	NNP	15
mosquito	mosquito	NNP	15
motley	motley	NNP	15
mpg	mpg	NNP	15
msi	msus	NNP	15
muriel	muriel	NNP	15
naf	naf	NNP	15
naipaul	naipaul	NNP	15
nana	nana	NNP	15
narrative	narrative	NNP	15
nata	na	NNP	15
natick	natick	NNP	15
navratilova	navratilova	NNP	15
nazareth	nazareth	NNP	15
negotiated	negotiated	NNP	15
negra	negra	NNP	15
nev	nev	NNP	15
ngos	ngo	NNP	15
nhis	nhi	NNP	15
nickels	nickel	NNP	15
nis	ni	NNP	15
nordic	nordic	NNP	15
nuestra	nuestra	NNP	15
nueva	nueva	NNP	15
nysdoh	nysdoh	NNP	15
oasdi	oasdus	NNP	15
oats	oats	NNP	15
ober	ober	NNP	15
obispo	obispo	NNP	15
occp	occp	NNP	15
odc	odc	NNP	15
ode	ode	NNP	15
oe	oe	NNP	15
ogilvy	ogilvy	NNP	15
olathe	olathe	NNP	15
olhão	olhão	NNP	15
oligonucleotides	oligonucleotide	NNP	15
olympian	olympian	NNP	15
ono	ono	NNP	15
organizing	organizing	NNP	15
otter	otter	NNP	15
overgaard	overgaard	NNP	15
overseas	oversea	NNP	15
paine	paine	NNP	15
pal	pal	NNP	15
pareto	pareto	NNP	15
pashtun	pashtun	NNP	15
patriotic	patriotic	NNP	15
pattern	pattern	NNP	15
pavarotti	pavarottus	NNP	15
pavayne	pavayne	NNP	15
pawnbroker	pawnbroker	NNP	15
paypal	paypal	NNP	15
pbp	pbp	NNP	15
pbst	pbst	NNP	15
pdz	pdz	NNP	15
peachtree	peachtree	NNP	15
pearce	pearce	NNP	15
pebble	pebble	NNP	15
pecos	peco	NNP	15
pericles	pericle	NNP	15
pessimists	pessimist	NNP	15
peña	peña	NNP	15
pharma	pharma	NNP	15
phenotype	phenotype	NNP	15
phosphatase	phosphatase	NNP	15
pidgin	pidgin	NNP	15
pillow	pillow	NNP	15
pinto	pinto	NNP	15
piraeus	piraeus	NNP	15
pisces	pisce	NNP	15
pittsfield	pittsfield	NNP	15
placido	placido	NNP	15
poets	poet	NNP	15
polynesian	polynesian	NNP	15
poppel	poppel	NNP	15
potus	potus	NNP	15
pregnancy	pregnancy	NNP	15
prentice	prentice	NNP	15
presidio	presidio	NNP	15
promising	promising	NNP	15
prosite	prosite	NNP	15
protesters	protester	NNP	15
pssm	pssm	NNP	15
psychiatry	psychiatry	NNP	15
ptolemaic	ptolemaic	NNP	15
publisher	publisher	NNP	15
puente	puente	NNP	15
pulling	pulling	NNP	15
push	push	NNP	15
pvc	pvc	NNP	15
quarter	quarter	NNP	15
quill	quill	NNP	15
radiohead	radiohead	NNP	15
raises	raise	NNP	15
rajoub	rajoub	NNP	15
rajputs	rajput	NNP	15
ramblas	rambla	NNP	15
rami	ramus	NNP	15
rancho	rancho	NNP	15
ransom	ransom	NNP	15
rar-?	rar-?	NNP	15
rars	rar	NNP	15
rar?	rar?	NNP	15
rasputina	rasputina	NNP	15
ravenna	ravenna	NNP	15
rawlins	rawlin	NNP	15
recalling	recalling	NNP	15
reef	reef	NNP	15
reichlen	reichlen	NNP	15
relevant	relevant	NNP	15
remarks	remark	NNP	15
rerun	rerun	NNP	15
resistin	resistin	NNP	15
responsive	responsive	NNP	15
resulting	resulting	NNP	15
retreat	retreat	NNP	15
rheumatology	rheumatology	NNP	15
rhine	rhine	NNP	15
rhizobium	rhizobium	NNP	15
rhone	rhone	NNP	15
rigas	riga	NNP	15
riggs	rigg	NNP	15
rijksmuseum	rijksmuseum	NNP	15
riojas	rioja	NNP	15
rna-mediated	rna-mediated	NNP	15
robby	robby	NNP	15
roi	rous	NNP	15
rois	roi	NNP	15
rolex	rolex	NNP	15
roma	roma	NNP	15
safari	safari	NNP	15
saintes	saint	NNP	15
salam	salam	NNP	15
sandakan	sandakan	NNP	15
sanderson	sanderson	NNP	15
sanlitun	sanlitun	NNP	15
sartre	sartre	NNP	15
sasaki	sasakus	NNP	15
sather	sather	NNP	15
scaffold	scaffold	NNP	15
schmitt	schmitt	NNP	15
schnitzler	schnitzler	NNP	15
schweiker	schweiker	NNP	15
scotsman	scotsman	NNP	15
scribner	scribner	NNP	15
scrooge	scrooge	NNP	15
securities	security	NNP	15
selector	selector	NNP	15
seles	sele	NNP	15
seng	seng	NNP	15
sepsis	sepsis	NNP	15
serge	serge	NNP	15
serono	serono	NNP	15
señora	señora	NNP	15
sgc	sgc	NNP	15
shalit	shalit	NNP	15
shenzhen	shenzhen	NNP	15
shi	shus	NNP	15
shiite	shiite	NNP	15
silva	silva	NNP	15
slave	slave	NNP	15
slide	slide	NNP	15
slovenia	slovenium	NNP	15
smoove	smoove	NNP	15
smrs	smr	NNP	15
solano	solano	NNP	15
solar	solar	NNP	15
solondz	solondz	NNP	15
solor	solor	NNP	15
somers	somer	NNP	15
something	something	NNP	15
somewhat	somewhat	NNP	15
sonja	sonja	NNP	15
sorrento	sorrento	NNP	15
soucy	soucy	NNP	15
southampton	southampton	NNP	15
sparta	sparta	NNP	15
spf	spf	NNP	15
spidey	spidey	NNP	15
spiral	spiral	NNP	15
splitter	splitter	NNP	15
spoilage	spoilage	NNP	15
spoiled	spoiled	NNP	15
sptrreal	sptrreal	NNP	15
squares	square	NNP	15
squirrel	squirrel	NNP	15
ssv	ssv	NNP	15
stamaty	stamaty	NNP	15
stamos	stamo	NNP	15
strengthening	strengthening	NNP	15
strike	strike	NNP	15
strikingly	strikingly	NNP	15
stringer	stringer	NNP	15
styles	style	NNP	15
succession	succession	NNP	15
sumitomo	sumitomo	NNP	15
surfwatch	surfwatch	NNP	15
surrey	surrey	NNP	15
sympathy	sympathy	NNP	15
sóller	sóller	NNP	15
süleyman	süleyman	NNP	15
tanya	tanya	NNP	15
tapes	tape	NNP	15
tariq	tariq	NNP	15
tatti	tattus	NNP	15
tawanna	tawanna	NNP	15
tbr	tbr	NNP	15
tdi	tdus	NNP	15
tef	tef	NNP	15
tejeda	tejeda	NNP	15
tgf?-induced	tgf?-induced	NNP	15
tgg	tgg	NNP	15
tgs	tg	NNP	15
thomash	thomash	NNP	15
tier	tier	NNP	15
tierney	tierney	NNP	15
tiki	tikus	NNP	15
toensing	toensing	NNP	15
toms	tom	NNP	15
torme	torme	NNP	15
tpa	tpa	NNP	15
trace	trace	NNP	15
tragedy	tragedy	NNP	15
trans	tran	NNP	15
transmission	transmission	NNP	15
trevor	trevor	NNP	15
tribute	tribute	NNP	15
trie	trie	NNP	15
tsui	tsuus	NNP	15
tulare	tulare	NNP	15
tunes	tune	NNP	15
tunisia	tunisium	NNP	15
tupelo	tupelo	NNP	15
tuskegee	tuskegee	NNP	15
tutu	tutu	NNP	15
twas	twa	NNP	15
twenty-six	twenty-six	NNP	15
txa	txa	NNP	15
tyra	tyra	NNP	15
uighur	uighur	NNP	15
ullswater	ullswater	NNP	15
unauthorized	unauthorized	NNP	15
uncut	uncut	NNP	15
unicef	unicef	NNP	15
unitarian	unitarian	NNP	15
urine	urine	NNP	15
vajpayee	vajpayee	NNP	15
valenti	valentus	NNP	15
vas	va	NNP	15
vascular	vascular	NNP	15
verona	verona	NNP	15
veruca	veruca	NNP	15
vesey	vesey	NNP	15
viability	viability	NNP	15
vicious	vicious	NNP	15
viewing	viewing	NNP	15
vivero	vivero	NNP	15
vodafone	vodafone	NNP	15
vodka	vodka	NNP	15
voicestream	voicestream	NNP	15
volumes	volumes	NNP	15
vuitton	vuitton	NNP	15
vvc	vvc	NNP	15
vía	vía	NNP	15
wahlberg	wahlberg	NNP	15
wain	wain	NNP	15
wait	wait	NNP	15
wald	wald	NNP	15
wanamaker	wanamaker	NNP	15
warden	warden	NNP	15
weil	weil	NNP	15
wentworth	wentworth	NNP	15
westfall	westfall	NNP	15
westmoreland	westmoreland	NNP	15
westside	westside	NNP	15
weyrich	weyrich	NNP	15
whelan	whelan	NNP	15
wiesel	wiesel	NNP	15
winchell	winchell	NNP	15
wines	wine	NNP	15
winkeljohn	winkeljohn	NNP	15
winkler	winkler	NNP	15
winnebago	winnebago	NNP	15
winnie-the	winnie-the	NNP	15
woah	woah	NNP	15
wren	wren	NNP	15
wyndam	wyndam	NNP	15
xbox	xbox	NNP	15
xix	xix	NNP	15
ydxp	ydxp	NNP	15
yemenis	yemeni	NNP	15
ymut	ymut	NNP	15
zarco	zarco	NNP	15
zellweger	zellweger	NNP	15
zhuo	zhuo	NNP	15
administrators	administrator	NNPS	15
bankers	banker	NNPS	15
ceramics	ceramic	NNPS	15
impressionists	impressionist	NNPS	15
productions	production	NNPS	15
resorts	resort	NNPS	15
senators	senator	NNPS	15
affidavits	affidavit	NNS	15
alligators	alligator	NNS	15
amazes	amaze	NNS	15
aortas	aorta	NNS	15
apologists	apologist	NNS	15
apostles	apostle	NNS	15
appendices	appendix	NNS	15
appoints	appoint	NNS	15
asterisks	asterisk	NNS	15
asymmetries	asymmetry	NNS	15
backups	backup	NNS	15
badness	badness	NNS	15
ballets	ballet	NNS	15
ballplayers	ballplayer	NNS	15
beckons	beckon	NNS	15
behooves	behoove	NNS	15
binders	binder	NNS	15
blueberries	blueberry	NNS	15
boos	boo	NNS	15
bulldozers	bulldozer	NNS	15
burritos	burrito	NNS	15
campsites	campsite	NNS	15
candies	candy	NNS	15
carcasses	carcass	NNS	15
childhoods	childhood	NNS	15
coincidences	coincidence	NNS	15
comers	comer	NNS	15
compatriots	compatriot	NNS	15
confounds	confound	NNS	15
cookbooks	cookbook	NNS	15
couches	couch	NNS	15
creationists	creationist	NNS	15
cypresses	cypress	NNS	15
decision-makers	decision-maker	NNS	15
deferens	deferen	NNS	15
degrades	degrade	NNS	15
delegations	delegation	NNS	15
denunciations	denunciation	NNS	15
dependencies	dependency	NNS	15
dependents	dependent	NNS	15
derides	deride	NNS	15
derivations	derivation	NNS	15
dictatorships	dictatorship	NNS	15
disguises	disguise	NNS	15
dressings	dressing	NNS	15
droughts	drought	NNS	15
dumps	dump	NNS	15
dynes	dyne	NNS	15
empress	empress	NNS	15
enclosures	enclosure	NNS	15
enforcers	enforcer	NNS	15
environs	environs	NNS	15
envoys	envoy	NNS	15
epics	epic	NNS	15
epochs	epoch	NNS	15
evangelists	evangelist	NNS	15
exaggerates	exaggerate	NNS	15
exporters	exporter	NNS	15
falsehoods	falsehood	NNS	15
fascicles	fascicle	NNS	15
fascinates	fascinate	NNS	15
ferns	fern	NNS	15
fics	fic	NNS	15
fireflies	firefly	NNS	15
firemen	fireman	NNS	15
firings	firing	NNS	15
folliculogenesis	folliculogenesis	NNS	15
forefathers	forefather	NNS	15
forensics	forensic	NNS	15
franciscans	franciscan	NNS	15
freezers	freezer	NNS	15
fucks	fuck	NNS	15
fuses	fuse	NNS	15
gametes	gamete	NNS	15
gatekeepers	gatekeeper	NNS	15
goths	goth	NNS	15
grunts	grunt	NNS	15
herons	heron	NNS	15
hescs	hesc	NNS	15
hesmpcs	hesmpc	NNS	15
heterosexuals	heterosexual	NNS	15
hopefuls	hopeful	NNS	15
hustlers	hustler	NNS	15
hyperlinks	hyperlink	NNS	15
hysterics	hysterics	NNS	15
immunoglobulins	immunoglobulin	NNS	15
impairments	impairment	NNS	15
inclinations	inclination	NNS	15
indels	indel	NNS	15
infects	infect	NNS	15
intangibles	intangible	NNS	15
intercross	intercross	NNS	15
jerseys	jersey	NNS	15
keratinocytes	keratinocyte	NNS	15
laevis	laevi	NNS	15
landfills	landfill	NNS	15
liars	liar	NNS	15
macrofibers	macrofiber	NNS	15
macromolecules	macromolecule	NNS	15
meioses	meiosis	NNS	15
mercenaries	mercenary	NNS	15
metamorphosis	metamorphosis	NNS	15
mimes	mime	NNS	15
mints	mint	NNS	15
monarchists	monarchist	NNS	15
myofibers	myofiber	NNS	15
mythos	mytho	NNS	15
numerals	numeral	NNS	15
nymphs	nymph	NNS	15
obeys	obey	NNS	15
oligarchs	oligarch	NNS	15
oppressors	oppressor	NNS	15
orgies	orgy	NNS	15
outweighs	outweigh	NNS	15
overalls	overalls	NNS	15
overstates	overstate	NNS	15
pangs	pang	NNS	15
paramedics	paramedic	NNS	15
pastimes	pastime	NNS	15
pastries	pastry	NNS	15
pasts	past	NNS	15
patties	patty	NNS	15
pelicans	pelican	NNS	15
penicillins	penicillin	NNS	15
perkins	perkin	NNS	15
plagues	plague	NNS	15
planters	planter	NNS	15
pleads	plead	NNS	15
plums	plum	NNS	15
polyps	polyp	NNS	15
prefixes	prefix	NNS	15
proofs	proof	NNS	15
quarrels	quarrel	NNS	15
racists	racist	NNS	15
recalls	recall	NNS	15
regress	regress	NNS	15
rehashes	rehash	NNS	15
righties	righty	NNS	15
savages	savage	NNS	15
scads	scads	NNS	15
scones	scone	NNS	15
scouts	scout	NNS	15
searchers	searcher	NNS	15
shoguns	shogun	NNS	15
showcases	showcase	NNS	15
skewers	skewer	NNS	15
skis	ski	NNS	15
slurs	slur	NNS	15
solvers	solver	NNS	15
spas	spa	NNS	15
sprays	spray	NNS	15
ss	ss	NNS	15
start-ups	start-up	NNS	15
storefronts	storefront	NNS	15
straits	strait	NNS	15
straws	straw	NNS	15
subs	sub	NNS	15
sweeteners	sweetener	NNS	15
symmetries	symmetry	NNS	15
tats	tat	NNS	15
tetramers	tetramer	NNS	15
thefts	theft	NNS	15
tiaras	tiara	NNS	15
timers	timer	NNS	15
timetables	timetable	NNS	15
toothpastes	toothpaste	NNS	15
toxicities	toxicity	NNS	15
tractors	tractor	NNS	15
transcriptions	transcription	NNS	15
transgressions	transgression	NNS	15
trekkers	trekker	NNS	15
tribulations	tribulation	NNS	15
tribunals	tribunal	NNS	15
trolls	troll	NNS	15
trots	trot	NNS	15
tweaks	tweak	NNS	15
uncovers	uncover	NNS	15
underdogs	underdog	NNS	15
undergarments	undergarment	NNS	15
urns	urn	NNS	15
vapors	vapor	NNS	15
viewings	viewing	NNS	15
waists	waist	NNS	15
walnuts	walnut	NNS	15
watchdogs	watchdog	NNS	15
westerns	western	NNS	15
widgets	widget	NNS	15
wimps	wimp	NNS	15
withdraws	withdraw	NNS	15
workmen	workman	NNS	15
workpapers	workpaper	NNS	15
yeasts	yeast	NNS	15
anteriorly	anteriorly	RB	15
approvingly	approvingly	RB	15
causally	causally	RB	15
cleanly	cleanly	RB	15
congressionally	congressionally	RB	15
constructively	constructively	RB	15
equivalently	equivalently	RB	15
excruciatingly	excruciatingly	RB	15
fruitfly	fruitfly	RB	15
gratuitously	gratuitously	RB	15
hormonally	hormonally	RB	15
immeasurably	immeasurably	RB	15
interchangeably	interchangeably	RB	15
laboriously	laboriously	RB	15
lyrically	lyrically	RB	15
normal	normal	RB	15
open	open	RB	15
ostentatiously	ostentatiously	RB	15
panoply	panoply	RB	15
pleasingly	pleasingly	RB	15
preassembly	preassembly	RB	15
productively	productively	RB	15
ruefully	ruefully	RB	15
serenely	serenely	RB	15
shrewdly	shrewdly	RB	15
skeptically	skeptically	RB	15
slyly	slyly	RB	15
splenomegaly	splenomegaly	RB	15
stylistically	stylistically	RB	15
thereabouts	thereabout	RB	15
unreasonably	unreasonably	RB	15
valiantly	valiantly	RB	15
vitally	vitally	RB	15
wittily	wittily	RB	15
wrong	wrong	RB	15
behind	behind	RP	15
quack	quack	UH	15
art	art	UNC	15
big	big	UNC	15
characters	characters	UNC	15
end	end	UNC	15
fact	fact	UNC	15
game	game	UNC	15
get	get	UNC	15
issue	issue	UNC	15
journalism	journalism	UNC	15
meaning	meaning	UNC	15
novel	novel	UNC	15
page	page	UNC	15
pundits	pundits	UNC	15
reasons	reasons	UNC	15
seems	seems	UNC	15
services	services	UNC	15
subject	subject	UNC	15
take	take	UNC	15
theory	theory	UNC	15
york	york	UNC	15
bankrupt	bankrupt	VB	15
bash	bash	VB	15
blink	blink	VB	15
chart	chart	VB	15
contest	contest	VB	15
cough	cough	VB	15
counsel	counsel	VB	15
crop	crop	VB	15
disqualify	disqualify	VB	15
dissociate	dissociate	VB	15
elongate	elongate	VB	15
farm	farm	VB	15
flounder	flounder	VB	15
inflame	inflame	VB	15
loose	loose	VB	15
milk	milk	VB	15
obviate	obviate	VB	15
pair	pair	VB	15
plummet	plummet	VB	15
profile	profile	VB	15
prune	prune	VB	15
relish	relish	VB	15
repel	repel	VB	15
reset	reset	VB	15
revamp	revamp	VB	15
solidify	solidify	VB	15
string	string	VB	15
supersede	supersede	VB	15
tick	tick	VB	15
veer	veer	VB	15
weather	weather	VB	15
bumped	bump	VBD	15
consented	consent	VBD	15
deployed	deploy	VBD	15
deviated	deviate	VBD	15
dissented	dissent	VBD	15
doled	dole	VBD	15
donned	don	VBD	15
equipped	equip	VBD	15
flattened	flatten	VBD	15
foresaw	foresee	VBD	15
groped	grope	VBD	15
infected	infect	VBD	15
instigated	instigate	VBD	15
mandated	mandate	VBD	15
orchestrated	orchestrate	VBD	15
reinstated	reinstate	VBD	15
relented	relent	VBD	15
rescinded	rescind	VBD	15
ruptured	rupture	VBD	15
sided	side	VBD	15
upped	up	VBD	15
waned	wan	VBD	15
afflicting	afflict	VBG	15
amassing	amass	VBG	15
appropriating	appropriate	VBG	15
bemoaning	bemoan	VBG	15
bleaching	bleach	VBG	15
bolting	bolt	VBG	15
caving	cave	VBG	15
counseling	counsel	VBG	15
crackling	crackle	VBG	15
demoralizing	demoralize	VBG	15
depleting	deplete	VBG	15
disposing	dispose	VBG	15
ditching	ditch	VBG	15
dreading	dread	VBG	15
dyeing	dye	VBG	15
engraving	engrave	VBG	15
enlarging	enlarge	VBG	15
erupting	erupt	VBG	15
extolling	extol	VBG	15
fantasizing	fantasize	VBG	15
fidgeting	fidget	VBG	15
flexing	flex	VBG	15
flocking	flock	VBG	15
flouting	flout	VBG	15
fondling	fondle	VBG	15
frolicking	frolic	VBG	15
fuming	fume	VBG	15
hurtling	hurtle	VBG	15
inferring	infer	VBG	15
inquiring	inquire	VBG	15
instigating	instigate	VBG	15
ironing	iron	VBG	15
lashing	lash	VBG	15
malfunctioning	malfunction	VBG	15
manifesting	manifest	VBG	15
nourishing	nourish	VBG	15
outlawing	outlaw	VBG	15
outpacing	outpace	VBG	15
overreaching	overreach	VBG	15
overturning	overturn	VBG	15
pawing	paw	VBG	15
perturbing	perturb	VBG	15
phasing	phase	VBG	15
pinching	pinch	VBG	15
plugging	plug	VBG	15
publicizing	publicize	VBG	15
purring	purr	VBG	15
reassessing	reassess	VBG	15
rebounding	rebound	VBG	15
regressing	regress	VBG	15
rehashing	rehash	VBG	15
remarking	remark	VBG	15
repressing	repress	VBG	15
ridiculing	ridicule	VBG	15
riffing	riff	VBG	15
scorching	scorch	VBG	15
smirking	smirk	VBG	15
snerking	snerk	VBG	15
squatting	squat	VBG	15
stinking	stink	VBG	15
strapping	strap	VBG	15
subverting	subvert	VBG	15
thwarting	thwart	VBG	15
tripling	triple	VBG	15
trotting	trot	VBG	15
unbecoming	unbecome	VBG	15
underpinning	underpin	VBG	15
unwinding	unwind	VBG	15
whimpering	whimper	VBG	15
wincing	wince	VBG	15
zipping	zip	VBG	15
autographed	autograph	VBN	15
broadened	broaden	VBN	15
chastened	chasten	VBN	15
clamped	clamp	VBN	15
co-authored	co-author	VBN	15
dazzled	dazzle	VBN	15
deadlocked	deadlock	VBN	15
disbursed	disburse	VBN	15
distorted	distort	VBN	15
erred	err	VBN	15
hitched	hitch	VBN	15
latched	latch	VBN	15
mutilated	mutilate	VBN	15
protested	protest	VBN	15
reactivated	reactivate	VBN	15
regretted	regret	VBN	15
reintroduced	reintroduce	VBN	15
remedied	remedy	VBN	15
riveted	rivet	VBN	15
spilled	spill	VBN	15
stitched	stitch	VBN	15
underwritten	underwrite	VBN	15
waned	wan	VBN	15
advance	advance	VBP	15
commemorate	commemorate	VBP	15
conform	conform	VBP	15
dump	dump	VBP	15
eliminate	eliminate	VBP	15
epitomize	epitomize	VBP	15
fluctuate	fluctuate	VBP	15
invade	invade	VBP	15
mine	mine	VBP	15
pile	pile	VBP	15
scare	scare	VBP	15
sputter	sputter	VBP	15
stroll	stroll	VBP	15
won	win	VBP	15
accomplishes	accomplish	VBZ	15
advertises	advertise	VBZ	15
charts	chart	VBZ	15
confesses	confess	VBZ	15
culminates	culminate	VBZ	15
depresses	depress	VBZ	15
discloses	disclose	VBZ	15
executes	execute	VBZ	15
foresees	foresee	VBZ	15
freezes	freeze	VBZ	15
furrows	furrow	VBZ	15
indulges	indulge	VBZ	15
interjects	interject	VBZ	15
intones	intonee	VBZ	15
islands	island	VBZ	15
jumps	jump	VBZ	15
matures	mature	VBZ	15
pegs	peg	VBZ	15
pertains	pertain	VBZ	15
ridicules	ridicule	VBZ	15
scoops	scoop	VBZ	15
searches	search	VBZ	15
spurs	spur	VBZ	15
switches	switch	VBZ	15
entree	entree	FW	14
ago	ago	IN	14
accented	accented	JJ	14
acclimated	acclimated	JJ	14
acerbic	acerbic	JJ	14
adult	adult	JJ	14
all-male	all-male	JJ	14
allegorical	allegorical	JJ	14
androgen-responsive	androgen-responsive	JJ	14
anhydrous	anhydrous	JJ	14
anti-language	anti-language	JJ	14
anti-poverty	anti-poverty	JJ	14
anti-proliferative	anti-proliferative	JJ	14
antipsychotic	antipsychotic	JJ	14
asthmatic	asthmatic	JJ	14
attired	attired	JJ	14
autonomic	autonomic	JJ	14
avaricious	avaricious	JJ	14
avoidable	avoidable	JJ	14
beached	beached	JJ	14
belted	belted	JJ	14
bigoted	bigoted	JJ	14
biometric	biometric	JJ	14
block	block	JJ	14
book	book	JJ	14
bountiful	bountiful	JJ	14
break-in	break-in	JJ	14
buckled	buckled	JJ	14
burlesque	burlesque	JJ	14
businesslike	businesslike	JJ	14
buy-in	buy-in	JJ	14
calamitous	calamitous	JJ	14
catatonic	catatonic	JJ	14
cell-line	cell-line	JJ	14
centrifugal	centrifugal	JJ	14
chaste	chaste	JJ	14
chuckled	chuckled	JJ	14
church-state	church-state	JJ	14
clawed	clawed	JJ	14
co-director	co-director	JJ	14
co-morbid	co-morbid	JJ	14
commandeered	commandeered	JJ	14
compartmentalized	compartmentalized	JJ	14
cost-saving	cost-saving	JJ	14
costeffective	costeffective	JJ	14
coverslipped	coverslipped	JJ	14
decades-long	decades-long	JJ	14
deputized	deputized	JJ	14
destitute	destitute	JJ	14
devotional	devotional	JJ	14
dimorphic	dimorphic	JJ	14
disaggregated	disaggregated	JJ	14
divisional	divisional	JJ	14
domineering	domineering	JJ	14
double-check	double-check	JJ	14
duplicitous	duplicitous	JJ	14
dysgenic	dysgenic	JJ	14
e-values	e-value	JJ	14
electrocuted	electrocuted	JJ	14
emaciated	emaciated	JJ	14
emotive	emotive	JJ	14
encapsidated	encapsidated	JJ	14
enslaved	enslaved	JJ	14
enthused	enthused	JJ	14
estimable	estimable	JJ	14
evaluative	evaluative	JJ	14
ex-lover	ex-lover	JJ	14
express-news	express-new	JJ	14
eye-opening	eye-opening	JJ	14
fallible	fallible	JJ	14
fallow	fallow	JJ	14
family-planning	family-planning	JJ	14
fancied	fancied	JJ	14
fantasized	fantasized	JJ	14
fanwanked	fanwanked	JJ	14
far-right	far-right	JJ	14
featureless	featureless	JJ	14
fiber-optic	fiber-optic	JJ	14
five-speed	five-speed	JJ	14
fivefold	fivefold	JJ	14
flavorful	flavorful	JJ	14
flicked	flicked	JJ	14
fluoridated	fluoridated	JJ	14
foiled	foiled	JJ	14
foot-long	foot-long	JJ	14
foot-wide	foot-wide	JJ	14
fortress-like	fortress-like	JJ	14
full-size	full-size	JJ	14
fumble	fumble	JJ	14
furtive	furtive	JJ	14
fusion-linked	fusion-linked	JJ	14
gabled	gabled	JJ	14
gazed	gazed	JJ	14
generative	generative	JJ	14
glared	glared	JJ	14
gregarious	gregarious	JJ	14
groomed	groomed	JJ	14
groundless	groundless	JJ	14
haired	haired	JJ	14
hard-boiled	hard-boiled	JJ	14
hard-earned	hard-earned	JJ	14
hard-wired	hard-wired	JJ	14
headline	headline	JJ	14
heparin-binding	heparin-binding	JJ	14
heretical	heretical	JJ	14
heterodimeric	heterodimeric	JJ	14
high-flying	high-flying	JJ	14
high-income	high-income	JJ	14
high-paying	high-paying	JJ	14
high-performing	high-performing	JJ	14
hit-and-run	hit-and-run	JJ	14
homoerotic	homoerotic	JJ	14
houston-based	houston-based	JJ	14
hydroelectric	hydroelectric	JJ	14
hyperdynamic	hyperdynamic	JJ	14
hypergeometric	hypergeometric	JJ	14
hyperplastic	hyperplastic	JJ	14
iconoclastic	iconoclastic	JJ	14
ill-fitting	ill-fitting	JJ	14
ill-prepared	ill-prepared	JJ	14
indecisive	indecisive	JJ	14
inhumane	inhumane	JJ	14
interred	interred	JJ	14
intraoperative	intraoperative	JJ	14
inverted-repeat	inverted-repeat	JJ	14
irreplaceable	irreplaceable	JJ	14
is	is	JJ	14
jazzy	jazzy	JJ	14
lactic	lactic	JJ	14
lame-duck	lame-duck	JJ	14
languorous	languorous	JJ	14
least-squares	least-square	JJ	14
lexicographic	lexicographic	JJ	14
london-based	london-based	JJ	14
low-quality	low-quality	JJ	14
lower-income	lower-income	JJ	14
mechanized	mechanized	JJ	14
mind-boggling	mind-boggling	JJ	14
mix-up	mix-up	JJ	14
mucous	mucous	JJ	14
multinucleated	multinucleated	JJ	14
multiplexed	multiplexed	JJ	14
musculus	musculus	JJ	14
mused	mused	JJ	14
neddylated	neddylated	JJ	14
neuropathic	neuropathic	JJ	14
nine-member	nine-member	JJ	14
nineteenth-century	nineteenth-century	JJ	14
non-fatal	non-fatal	JJ	14
non-profits	non-profit	JJ	14
non-responders	non-responder	JJ	14
non-transgenic	non-transgenic	JJ	14
non-tumor	non-tumor	JJ	14
non-violent	non-violent	JJ	14
oil-fired	oil-fired	JJ	14
on-board	on-board	JJ	14
oncogenic	oncogenic	JJ	14
oncotic	oncotic	JJ	14
one-tailed	one-tailed	JJ	14
one-week	one-week	JJ	14
organised	organised	JJ	14
organized	organized	JJ	14
osteopathic	osteopathic	JJ	14
outlived	outlived	JJ	14
passive-aggressive	passive-aggressive	JJ	14
penitentiary	penitentiary	JJ	14
people	people	JJ	14
people-watching	people-watching	JJ	14
peri-centromeric	peri-centromeric	JJ	14
pinpointed	pinpointed	JJ	14
piqued	piqued	JJ	14
plasmid-borne	plasmid-borne	JJ	14
pleiotropic	pleiotropic	JJ	14
point	point	JJ	14
post-fixed	post-fixed	JJ	14
praiseworthy	praiseworthy	JJ	14
pre-war	pre-war	JJ	14
precautionary	precautionary	JJ	14
predated	predated	JJ	14
preordained	preordained	JJ	14
public-service	public-service	JJ	14
push-ups	push-up	JJ	14
pyrotechnic	pyrotechnic	JJ	14
qualified	qualified	JJ	14
race-based	race-based	JJ	14
re-examined	re-examined	JJ	14
received	received	JJ	14
recoiled	recoiled	JJ	14
refrigerated	refrigerated	JJ	14
regressive	regressive	JJ	14
reprimanded	reprimanded	JJ	14
reprogrammed	reprogrammed	JJ	14
resected	resected	JJ	14
resurgent	resurgent	JJ	14
reticent	reticent	JJ	14
revenue-sharing	revenue-sharing	JJ	14
rheumatic	rheumatic	JJ	14
riotous	riotous	JJ	14
risk-averse	risk-averse	JJ	14
robed	robed	JJ	14
rubbish	rubbish	JJ	14
ruckus	ruckus	JJ	14
science-based	science-based	JJ	14
scornful	scornful	JJ	14
scrubbed	scrubbed	JJ	14
seamy	seamy	JJ	14
sectional	sectional	JJ	14
self-assured	self-assured	JJ	14
self-explanatory	self-explanatory	JJ	14
sensitized	sensitized	JJ	14
set-top	set-top	JJ	14
shoveled	shoveled	JJ	14
